Name,Image URL,Prefecture,Areas,Types,Seasons,Ingredients,Servings,Quantities,Recipes,Detail URL,Ingredients list
島の茶粥（しまのちゃがゆ）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/kagawa_21_1.jpg,香川県,['四国'],['飯料理'],['通年'],米、碁石茶（ハブ茶、ほうじ茶など）,5～6人分,"[['碁石茶', '1個（ほうじ茶2パック）'], ['水', '1.5L～2L'], ['米', '1.5合～2合']]","['1.5L～2Lの水に碁石茶を入れて沸騰させる。ほうじ茶の場合、濃い色を出すため、市販紙パックを2つ使う。\n※昔は碁石茶が安かったが、今はほうじ茶・ハブ茶（毒消し茶）などを使う家が増えている。（佐柳では碁石茶のことを番茶と言ったという話もある。）', '沸騰したら茶袋を取り出し、米1.5合～2合を入れる。強火で、米が鍋の中で踊るのを確認しつつ、15～20分ほど炊く。（古米がいいという説もある。）\nこの時、季節にあわせて、3～5cm角に切ったさつまいもやあらかじめ水でもどしたそら豆の皮を除いたもの、また、正月の残りの餅を小さくして煎って入れる場合もある。', '米が柔らかくなったら、出来上がり。通常は、サラッとした茶粥を食べる。\n少しドロッとさせてから食べる人もいるが、好みによりまちまちのようである。\n付け合せに、昆布や漬物・梅干しなどを添える。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/shima_no_chagayu_kagawa.html,"['米', '碁石茶']"
なれずし,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/wakayama_7_1.jpg,和歌山県,"['近畿', '関西']","['飯料理', '魚料理']",['通年'],米、サバ,60個分,"[['米', '1升'], ['梅酢', '90ml'], ['塩サバ', '大2匹'], ['あせの葉', '70枚'], ['酢', '65ml'], ['【調味料A】昆布', '10cm'], ['【調味料A】酒', '180ml'], ['【調味料A】塩', '適量']]","['米は1時間前に洗っておく。', '米を炊くとき、調味料Aを入れて炊く。', '梅酢をごはんに混ぜ、60個位ににぎる。', '塩サバを薄く切り、酢に漬ける。', '握ったすし飯にサバをのせ、あせの葉で巻く。', 'すし桶にすしをきっちりと詰め、重石をかけ、4日おいて食べる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/nare_zushi_wakayama.html,"['米', 'サバ']"
かきまぜ,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/kagawa_17_1.jpg,香川県,['四国'],['飯料理'],['通年'],米、たけのこ、さやいんげん、人参、ごぼう、干ししいたけ、油揚げ、干しエビ、ちくわ,4人分,"[['米', '3合'], ['たけのこ', '70g'], ['さやいんげん', '20g'], ['人参', '30g'], ['ごぼう', '70g'], ['干ししいたけ', '小2枚'], ['油揚げ', '1/4枚'], ['干しエビ', '30g'], ['ちくわ', '1/2本'], ['こんにゃく', '1/2枚'], ['【調味料A】濃口醤油', '30ml'], ['【調味料A】砂糖', '30g'], ['【調味料A】酒', '60ml'], ['【調味料A】出し汁', '300ml']]","['米はとぎ、普通に炊きあげる。', '干ししいたけ、干しエビは水でもどす。', 'ごぼうはささがきにする。さやいんげんは塩ゆでし、斜め切りにする。他の材料も、適宜に切る。', '鍋に、人参、さやいんげん以外の2～3の具材を入れ、調味料Aを加えて中火で20分ほど煮含める。', '4に味が染みれば、人参やさやいんげんを入れ、弱火で10分ほど煮含める。', '1のごはんに5の具を混ぜ合わせ、器に盛り付ける。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/kakimaze_kagawa.html,"['米', 'タケノコ', 'さやいんげん', '人参', 'ゴボウ', 'しいたけ', '油揚げ', 'エビ', 'ちくわ']"
あなご飯（あなごめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/hiroshima_30_1.jpg,広島県,['中国'],['飯料理'],['通年'],あなご、ご飯、しょうゆ、みりん,4人分,"[['米', '480g（3カップ）'], ['だし昆布', '10cm角'], ['あなご', '4尾'], ['甘酢しょうが', '40g'], ['刻みのり', '少々'], ['【調味料A】しょうゆ', '大さじ1弱'], ['【調味料A】酒', '大さじ1'], ['【調味料A】塩', '小さじ1/2'], ['【調味料B】しょうゆ', '大さじ3'], ['【調味料B】酒', '大さじ3'], ['【調味料B】みりん', '大さじ3']]","['米はとぎ、汚れを拭き取っただし昆布と【調味料A】を加え、普通に炊く。', 'あなごは内臓と中骨を取り、【調味料B】をつけながら焼く。', '1のご飯を器に入れ、2のあなごを3cmのそぎ切りにして乗せ、2 の残りのタレをかける。', '3.の上に甘酢しょうがと刻みのりを添える。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/42_30_hiroshima.html,"['アナゴ', '米', '醤油', 'みりん']"
デミかつ丼（でみかつどん）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/okayama_20_1.jpg,岡山県,['中国'],['飯料理'],['通年'],米、豚肉、キャベツ,2人分,"[['米', '1合'], ['豚ロース', '2枚'], ['キャベツ', '40g'], ['塩', '少々'], ['胡椒', '少々'], ['小麦粉', '大さじ2'], ['卵', '1個'], ['パン粉', '40g'], ['揚げ油', '適量'], ['【ソース】デミグラスソース', '300g'], ['【ソース】赤ワイン', '大さじ2'], ['【ソース】ウスターソース', '大さじ1・1/3'], ['【ソース】ケチャップ', '大さじ1・1/3'], ['【ソース】砂糖', '小さじ2'], ['【ソース】コンソメ', '小さじ2']]","['米を炊く。', 'キャベツを千切りにする。', '豚ロースは筋切りをし、よく叩き、塩と胡椒を両面にふりかけ下味をつける。', '卵を溶く。', '3に小麦粉、卵、パン粉の順で衣をつける。', '170℃の油で豚ロースを3～5分を目安に揚げる。', '油から取り出し、5分を目安に余熱で火を通し、一口大に切る。', '【ソース】を混ぜ合わせ、中火で温める', '炊きあがった米にキャベツ、豚ロースをのせて、たっぷりソースをかける。\n※お好みでグリーンピースを散らす。（分量外）']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/41_20_okayama.html,"['米', '豚肉', 'キャベツ']"
へぼ飯（へぼめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/gifu_5_1.jpg,岐阜県,"['東海', '中部']",['飯料理'],['秋'],へぼ（クロスズメバチ、地蜂とも呼ぶ）、米,4人分,"[['精白米', '400g'], ['蜂の子', '100g'], ['砂糖', '5g'], ['醤油', '8g'], ['清酒', '5g'], ['みりん', '5g'], ['油', '1g']]","['油で蜂の子を水分がなくなる位まで炒める。', '鍋で砂糖、醤油を煮立たせる。', '煮立たせた調味料の中へ先ほど炒めた蜂の子を入れ、からめる。', '炊き上がったご飯に混ぜ合わせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/38_5_gifu.html,"['蜂', '米']"
蒜山おこわ（ひるぜんおこわ）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/okayama_4_1.jpg,岡山県,['中国'],['飯料理'],['秋'],もち米、とり肉、栗、ごぼう、にんじん、こんにゃく、小豆,4人分,"[['もち米', '4合'], ['麦', '0.5合'], ['とり肉', '80g'], ['にんじん', '80g'], ['栗（皮付き）', '300g'], ['さやいんげん', '40g'], ['油', '大さじ1（12g）'], ['ごぼう', '80g'], ['ふき', '80g'], ['干ししいたけ', '1g'], ['【A】油揚げ', '1枚（30g）'], ['【A】水', '1/1カップ'], ['【A】みりん', '小さじ2'], ['【B】砂糖', '大さじ1'], ['【B】しょうゆ', '大さじ1 1/3'], ['【B】塩', '小さじ1'], ['油', '大さじ1（12g）'], ['塩', '6g']]","['栗は皮、渋皮をとり、1日天日にあてる', 'もち米を洗い、一昼夜水に浸しておく', '麦は30分程度水に浸しておく', '干ししいたけは水でもどしておく', 'とり肉は小さく切る。ごぼうは小さくささがき、ふきは小さく切る。', '干ししいたけ、油揚げは1.5cmの千切り、にんじんは小さめのいちょう切り、さやいんげんは塩ゆでし、斜めに切る。', 'なべに油を熱し、とり肉を炒め、【A】を加えて炒める。【B】を加えさっと煮て、ざるに上げ、煮汁と具に分ける。', 'もち米と麦をざるに上げ水気を切る。これに3の具とにんじん、栗を混ぜ、蒸し器で蒸す。上のほうまで蒸気が上がってから30分程度蒸し、3の煮汁を打ち水の代わりに打ち、15分程度蒸す。', '器に盛り、さやいんげんを散らす。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/41_4_okayama.html,"['もち米', '鶏肉', '栗', 'ゴボウ', '人参', 'こんにゃく', 'あずき']"
たこ飯（たこめし）,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/ehime_10_1.jpg,愛媛県,['四国'],"['飯料理', '魚料理']","['春', '夏', '通年']",タコ、米、昆布、人参、ごぼう、干油揚げ、みかんの皮、もみのり,4人分,"[['米', '3カップ'], ['昆布', '5cm角'], ['【調味料A】醤油', '大さじ3'], ['【調味料A】みりん', '大さじ1/2'], ['【調味料A】酒', '大さじ1/2'], ['【調味料A】旨味調味料', '少々'], ['みかんの皮', '適量'], ['タコ', '200g'], ['人参', '20g'], ['ごぼう', '20g'], ['干油揚げ', '1/2枚'], ['もみのり', '適量']]","['米は炊く30分前に洗ってざるにあげておく。', 'タコは塩もみして洗い、塩ゆでして小口切りにする。人参、ごぼうは細切り、干油揚げも同じに切る。', '鍋に昆布を敷き1と同量の水、調味料A、タコを除く具を入れ普通に炊き、沸騰したところにタコを加える。（生ダコを一緒に炊く場合もある）', '炊き上がればさっくりと混ぜ、器に盛り、みかんの皮のみじん切り、もみのりをのせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/tako_meshi_ehime.html,"['タコ', '米', '昆布', '人参', 'ゴボウ', '油揚げ', 'みかんの皮', 'もみのり']"
まなめはり,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/nara_21_1.jpg,奈良県,"['近畿', '関西']","['飯料理', '野菜料理']",['通年'],春まな漬、米、カツオ節、醤油,4個分,"[['春まな漬', '100g'], ['米', '400g'], ['水', '480g'], ['カツオ節', '12g'], ['醤油又はポン酢', '小さじ1']]","['春まな漬をさっと水洗いする。', '葉を強くしぼる。', '芯の部分はみじん切りにして醤油かポン酢（好み）に浸しておく。', '手の平に葉を広げ、温かいごはんを盛る。', '3をしぼってごはんの中に包み込む。', '葉でごはんを包み込んでにぎる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/mana_mehari_nara.html,"['春まな漬', '米', 'カツオ節', '醤油']"
たこめし,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/hiroshima_18_1.jpg,広島県,['中国'],['飯料理'],['通年'],米、たこ、にんじん、ごぼう、油揚げ,4人分,"[['精白米', '2合'], ['水', '450ml'], ['ゆでたこ', '150g'], ['にんじん', '30g'], ['【調味料】酒', '少々'], ['【調味料】薄口しょうゆ', '大さじ2弱'], ['きざみのり', '適量']]","['茹でたたこはぶつ切りにする。', 'にんじんはせん切りにする。', '洗った米に水、1と2と【調味料】を加え一緒に炊く。', '3を器に盛り、きざみのりをのせる。']",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/42_18_hiroshima.html,"['米', 'タコ', '人参', 'ゴボウ', '油揚げ']"
わかめむすび,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/yamaguchi_4_1.jpg,山口県,['中国'],['飯料理'],['通年'],米、わかめ,4人分,"[['刻みわかめ', '20g'], ['ご飯', '200g']]",['おむすびを作って、刻みわかめをまぶす。\n※お好みでむすびの芯に梅干しを入れるとよい。'],https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/43_4_yamaguchi.html,"['米', 'わかめ']"
